MC	<p>001. 37b1</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. most <span style="color: #793AAA;">RNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	B. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect	C. <span style="color: DarkGreen;">proofreading</span> is designed in a way that requires a primer	Correct	D. the <span style="color: #248f24;">primase</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Incorrect	E. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> has <span style="color: DarkGreen;">proofreading</span> capability	Incorrect
MC	<p>002. 2fdf</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> requires a primer to start synthesis	Incorrect	B. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> has <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	C. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect	D. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect	E. <span style="color: DarkGreen;">proofreading</span> is designed in a way that requires a primer	Correct
MC	<p>003. a06f</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect	B. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect	C. the <span style="color: #248f24;">primase</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Incorrect	D. <span style="color: DarkGreen;">proofreading</span> is designed in a way that requires a primer	Correct	E. most <span style="color: #793AAA;">RNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect
MC	<p>004. bd2b</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #3E3EC4;">DNA&nbsp;polymerases</span> do <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	B. the <span style="color: #248f24;">primase</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Incorrect	C. <span style="color: #793AAA;">RNA&nbsp;polymerases</span> do <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Correct	D. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect	E. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to 'start from scratch'	Incorrect
MC	<p>005. 28d3</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #3E3EC4;">DNA&nbsp;polymerases</span> do <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	B. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect	C. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> has <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	D. <span style="color: #793AAA;">RNA&nbsp;polymerases</span> do <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Correct	E. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect
MC	<p>006. a96a</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: DarkGreen;">proofreading</span> is designed to allow polymerase to 'start from scratch'	Incorrect	B. <span style="color: #793AAA;">RNA&nbsp;polymerases</span> do <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Correct	C. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> requires a primer to start synthesis	Incorrect	D. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect	E. <span style="color: #3E3EC4;">DNA&nbsp;polymerases</span> do <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect
MC	<p>007. 40df</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect	B. <span style="color: #793AAA;">RNA&nbsp;polymerases</span> do <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Correct	C. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> requires a primer to start synthesis	Incorrect	D. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> has <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	E. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to 'start from scratch'	Incorrect
MC	<p>008. 8da9</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> requires a primer to start synthesis	Incorrect	B. most <span style="color: #3E3EC4;">DNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Correct	C. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> has <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	D. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect	E. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect
MC	<p>009. 13ec</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. most <span style="color: #3E3EC4;">DNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Correct	B. <span style="color: DarkGreen;">proofreading</span> is designed to allow polymerase to 'start from scratch'	Incorrect	C. the <span style="color: #248f24;">primase</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Incorrect	D. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect	E. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> requires a primer to start synthesis	Incorrect
MC	<p>010. 7f64</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect	B. most <span style="color: #3E3EC4;">DNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Correct	C. most <span style="color: #793AAA;">RNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	D. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> requires a primer to start synthesis	Incorrect	E. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> has <span style="color: DarkGreen;">proofreading</span> capability	Incorrect
MC	<p>011. d4d5</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect	B. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> requires a primer to start synthesis	Incorrect	C. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect	D. the <span style="color: #248f24;">primase</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Incorrect	E. most <span style="color: #3E3EC4;">DNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Correct
